-1351359313.51135	-24597465.81051	23769169.46588
-1351358897.59603	-24600307.12435	23767954.67468
-1351358481.67074	-24603148.43588	23766739.88420
-1351358065.73548	-24605989.74509	23765525.09443
-1351357649.79024	-24608831.05199	23764310.30538
-1351357233.83503	-24611672.35656	23763095.51705
-1351356817.86984	-24614513.65882	23761880.72943
-1351356401.89469	-24617354.95876	23760665.94253
-1351355985.90955	-24620196.25638	23759451.15635
-1351355569.91445	-24623037.55169	23758236.37089
-1351355153.90937	-24625878.84468	23757021.58614
-1351354737.89431	-24628720.13534	23755806.80211
-1351354321.86928	-24631561.42370	23754592.01879
-1351353905.83428	-24634402.70973	23753377.23619
-1351353489.78931	-24637243.99344	23752162.45431
-1351353073.73436	-24640085.27484	23750947.67315
-1351352657.66944	-24642926.55392	23749732.89270
-1351352241.59454	-24645767.83068	23748518.11297
-1351351825.50967	-24648609.10513	23747303.33396
-1351351409.41483	-24651450.37725	23746088.55566
-1351350993.31001	-24654291.64706	23744873.77809
-1351350577.19522	-24657132.91454	23743659.00122
-1351350161.07045	-24659974.17971	23742444.22508
-1351349744.93571	-24662815.44257	23741229.44965
-1351349328.79100	-24665656.70310	23740014.67494
-1351348912.63631	-24668497.96131	23738799.90095
-1351348496.47165	-24671339.21721	23737585.12767
-1351348080.29702	-24674180.47079	23736370.35511
-1351347664.11241	-24677021.72205	23735155.58327
-1351347247.91783	-24679862.97099	23733940.81215
-1351346831.71328	-24682704.21761	23732726.04174
-1351346415.49875	-24685545.46191	23731511.27205
-1351345999.27425	-24688386.70390	23730296.50307
-1351345583.03978	-24691227.94356	23729081.73482
-1351345166.79533	-24694069.18091	23727866.96728
-1351344750.54090	-24696910.41594	23726652.20046
-1351344334.27651	-24699751.64865	23725437.43435
-1351343918.00214	-24702592.87904	23724222.66896
-1351343501.71780	-24705434.10711	23723007.90429
-1351343085.42348	-24708275.33286	23721793.14034
-1351342669.11919	-24711116.55629	23720578.37711
-1351342252.80493	-24713957.77741	23719363.61459
-1351341836.48069	-24716798.99620	23718148.85279
-1351341420.14648	-24719640.21268	23716934.09170
-1351341003.80229	-24722481.42683	23715719.33134
-1351340587.44814	-24725322.63867	23714504.57169
-1351340171.08401	-24728163.84819	23713289.81276
-1351339754.70990	-24731005.05539	23712075.05454
-1351339338.32582	-24733846.26027	23710860.29705
-1351338921.93177	-24736687.46283	23709645.54027
-1351338505.52775	-24739528.66307	23708430.78420
-1351338089.11375	-24742369.86099	23707216.02886
-1351337672.68978	-24745211.05659	23706001.27423
-1351337256.25583	-24748052.24987	23704786.52032
-1351336839.81192	-24750893.44083	23703571.76713
-1351336423.35802	-24753734.62948	23702357.01466
-1351336006.89416	-24756575.81580	23701142.26290
-1351335590.42032	-24759416.99980	23699927.51186
-1351335173.93651	-24762258.18148	23698712.76154
-1351334757.44272	-24765099.36085	23697498.01193
-1351334340.93896	-24767940.53789	23696283.26305
-1351333924.42523	-24770781.71261	23695068.51488
-1351333507.90153	-24773622.88502	23693853.76742
-1351333091.36785	-24776464.05510	23692639.02069
-1351332674.82420	-24779305.22286	23691424.27467
-1351332258.27057	-24782146.38831	23690209.52937
-1351331841.70697	-24784987.55143	23688994.78479
-1351331425.13340	-24787828.71223	23687780.04093
-1351331008.54986	-24790669.87072	23686565.29778
-1351330591.95634	-24793511.02688	23685350.55535
-1351330175.35285	-24796352.18072	23684135.81364
-1351329758.73938	-24799193.33224	23682921.07265
-1351329342.11594	-24802034.48144	23681706.33237
-1351328925.48253	-24804875.62833	23680491.59281
-1351328508.83915	-24807716.77289	23679276.85397
-1351328092.18579	-24810557.91513	23678062.11585
-1351327675.52246	-24813399.05505	23676847.37845
-1351327258.84915	-24816240.19264	23675632.64176
-1351326842.16588	-24819081.32792	23674417.90579
-1351326425.47263	-24821922.46088	23673203.17054
-1351326008.76940	-24824763.59152	23671988.43601
-1351325592.05621	-24827604.71983	23670773.70219
-1351325175.33304	-24830445.84583	23669558.96909
-1351324758.59989	-24833286.96950	23668344.23671
-1351324341.85678	-24836128.09086	23667129.50505
-1351323925.10369	-24838969.20989	23665914.77411
-1351323508.34062	-24841810.32660	23664700.04388
-1351323091.56759	-24844651.44099	23663485.31437
-1351322674.78458	-24847492.55306	23662270.58558
-1351322257.99160	-24850333.66281	23661055.85751
-1351321841.18864	-24853174.77024	23659841.13015
-1351321424.37571	-24856015.87535	23658626.40351
-1351321007.55281	-24858856.97813	23657411.67760
-1351320590.71994	-24861698.07860	23656196.95239
-1351320173.87709	-24864539.17674	23654982.22791
-1351319757.02427	-24867380.27256	23653767.50415
-1351319340.16148	-24870221.36606	23652552.78110
-1351318923.28871	-24873062.45724	23651338.05877
-1351318506.40597	-24875903.54610	23650123.33716
-1351318089.51326	-24878744.63263	23648908.61627
-1351317672.61058	-24881585.71685	23647693.89609
-1351317255.69792	-24884426.79874	23646479.17663
-1351316838.77529	-24887267.87831	23645264.45790
-1351316421.84268	-24890108.95556	23644049.73987
-1351316004.90011	-24892950.03049	23642835.02257
-1351315587.94756	-24895791.10309	23641620.30599
-1351315170.98503	-24898632.17338	23640405.59012
-1351314754.01254	-24901473.24134	23639190.87497
-1351314337.03007	-24904314.30698	23637976.16054
-1351313920.03763	-24907155.37030	23636761.44683
-1351313503.03521	-24909996.43129	23635546.73384
-1351313086.02282	-24912837.48997	23634332.02156
-1351312669.00046	-24915678.54632	23633117.31000
-1351312251.96813	-24918519.60035	23631902.59917
-1351311834.92582	-24921360.65206	23630687.88904
-1351311417.87355	-24924201.70144	23629473.17964
