    PID CLS PRI TTY      STAT   TIME COMMAND
  53934 TS   19 pts/4    S+     0:00 sudo ./father
    156 TS   39 ?        I<     0:00  \_ [btrfs-flush_del]
    157 TS   39 ?        I<     0:00  \_ [btrfs-cache]
    158 TS   39 ?        I<     0:00  \_ [btrfs-fixup]
    159 TS   39 ?        I<     0:00  \_ [btrfs-endio]
    160 TS   39 ?        I<     0:00  \_ [btrfs-endio-met]
    161 TS   39 ?        I<     0:00  \_ [btrfs-rmw]
    162 TS   39 ?        I<     0:00  \_ [btrfs-endio-wri]
    163 TS   39 ?        I<     0:00  \_ [btrfs-compresse]
    164 TS   39 ?        I<     0:00  \_ [btrfs-freespace]
    165 TS   39 ?        I<     0:00  \_ [btrfs-delayed-m]
    166 TS   39 ?        I<     0:00  \_ [btrfs-qgroup-re]
    167 TS   19 ?        S      0:00  \_ [btrfs-cleaner]
    168 TS   19 ?        S      1:04  \_ [btrfs-transaction]
    214 TS   39 ?        I<     0:00  \_ [iprt-VBoxWQueue]
    215 TS   19 ?        S      0:00  \_ [iprt-VBoxTscThread]
    321 FF   90 ?        S      1:25  \_ [irq/134-FTCS1000:00]
    349 TS   39 ?        I<     0:00  \_ [cfg80211]
    363 FF   90 ?        S      0:01  \_ [irq/135-iwlwifi:default_queue]
    364 FF   90 ?        S      0:00  \_ [irq/136-iwlwifi:queue_1]
    365 FF   90 ?        S      0:00  \_ [irq/137-iwlwifi:queue_2]
    367 FF   90 ?        S      0:00  \_ [irq/138-iwlwifi:queue_3]
    368 FF   90 ?        S      0:00  \_ [irq/139-iwlwifi:queue_4]
    369 TS   39 ?        I<     0:00  \_ [cryptd]
    370 FF   90 ?        S      0:00  \_ [irq/140-iwlwifi:exception]
    432 FF   90 ?        S      0:00  \_ [card0-crtc0]
    433 FF   90 ?        S      0:00  \_ [card0-crtc1]
    434 FF   90 ?        S      0:00  \_ [card0-crtc2]
   1181 TS   29 ?        S<     0:00  \_ [krfcommd]
  20687 TS   39 ?        I<     0:00  \_ [tls-strp]
  32080 TS   19 ?        I      0:01  \_ [kworker/u8:4-btrfs_discard]
  33502 TS   39 ?        I<     0:12  \_ [kworker/u9:2-hci0]
  40743 TS   19 ?        I      0:01  \_ [kworker/u8:34-btrfs-worker]
  40770 FF   90 ?        S      0:00  \_ [irq/128-mei_me]
  42220 TS   19 ?        I      0:01  \_ [kworker/u8:0-btrfs-endio-write]
  42401 TS   19 ?        I      0:01  \_ [kworker/u8:1-btrfs-endio-write]
  44553 TS   19 ?        I      0:01  \_ [kworker/3:0-mm_percpu_wq]
  46879 TS   19 ?        I      0:00  \_ [kworker/u8:3-btrfs-endio-write]
  48188 TS   19 ?        I      0:00  \_ [kworker/u8:5-events_unbound]
  49525 TS   39 ?        I<     0:02  \_ [kworker/u9:0-hci0]
  50056 TS   19 ?        I      0:00  \_ [kworker/u8:6-writeback]
  50174 TS   39 ?        I<     0:02  \_ [kworker/u9:1-hci0]
  50274 TS   19 ?        I      0:00  \_ [kworker/u8:7-btrfs-endio-write]
  50940 TS   39 ?        I<     0:02  \_ [kworker/u9:3-hci0]
  51575 TS   19 ?        I      0:00  \_ [kworker/3:1-mm_percpu_wq]
  51576 TS   19 ?        I      0:00  \_ [kworker/2:2-mm_percpu_wq]
  51585 TS   19 ?        I      0:00  \_ [kworker/1:2-mm_percpu_wq]
  52207 TS   19 ?        I      0:00  \_ [kworker/0:1-events]
  52219 TS   19 ?        I      0:00  \_ [kworker/0:3-events]
  52369 TS   19 ?        I      0:00  \_ [kworker/u8:2-btrfs-worker]
  52687 TS   19 ?        I      0:00  \_ [kworker/1:0-inet_frag_wq]
  52921 TS   19 ?        I      0:00  \_ [kworker/0:2-events]
  53050 TS   19 ?        I      0:00  \_ [kworker/2:0-events]
  53280 TS   19 ?        I      0:00  \_ [kworker/u8:8-btrfs-endio-write]
  53636 TS   19 ?        I      0:00  \_ [kworker/1:1-events]
      1 TS   19 ?        Ss     0:04 /sbin/init
    209 TS   19 ?        Ss     0:08 /usr/lib/systemd/systemd-journald
    232 TS   19 ?        Ss     0:00 /usr/lib/systemd/systemd-udevd
    423 TS   19 ?        Ss     0:00 /bin/sh /usr/bin/grub-btrfsd --syslog --timeshift-auto
    678 TS   19 ?        S      0:00  \_ inotifywait -q -q -e create -e delete /run/timeshift
    431 TS   19 ?        Ss     0:00 /usr/lib/systemd/systemd-logind
    435 TS   19 ?        Ssl    1:25 /usr/bin/touchegg --daemon
    439 TS   19 ?        Ssl    1:06 /usr/bin/NetworkManager --no-daemon
    469 TS   19 ?        Ssl    0:00 /usr/bin/sddm
    626 TS   19 tty1     Ssl+  40:04  \_ /usr/lib/Xorg -nolisten tcp -background none -seat seat0 vt1 -auth /var/run/sddm/{df666f7c-39f5-4a32-87b4-9191d432e364} -noreset -displayfd 17
    954 TS   19 ?        S      0:00  \_ /usr/lib/sddm/sddm-helper --socket /tmp/sddm-auth378c23f5-d96f-4ed5-985f-3b0ab5e034dd --id 1 --start /usr/bin/startplasma-x11 --user leksil
    693 TS   19 ?        Ss     0:00 /usr/lib/bluetooth/bluetoothd
    703 TS   19 ?        Ss     0:03 /usr/bin/wpa_supplicant -u -s -O /run/wpa_supplicant
    913 TS   19 ?        Ssl    0:00 /usr/lib/udisks2/udisksd
    933 TS   19 ?        Ssl    0:12 /usr/lib/upowerd
  17221 TS   19 ?        Ssl    0:05 /usr/bin/pamac-daemon
